,player,runs,mins,bf,4s,6s,sr,inns_batting,unnamed:,overs,mdns,runs,wkts,econ,inns_batting,dis,ct,st,ct_wk,ct_fi,opposition,ground,start_date,country
9892,Nasum Ahmed,21,44,30,1,2,70.00,2,,10.0,0,44,1,4.40,1,0,0,0,0,0,v New Zealand,Mirpur,2023-09-23,BAN
1514,BA Carse,32,36,30,2,1,106.66,1,,8.0,0,40,1,5.00,2,1,1,0,0,1,v Ireland,Nottingham,2023-09-23,ENG
11564,SR Hain,89,110,82,8,0,108.53,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Ireland,Nottingham,2023-09-23,ENG
13723,WA Young,0,12,8,0,0,0.00,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Bangladesh,Mirpur,2023-09-23,NZ
12987,TW Hartley,12*,18,9,1,0,133.33,1,,10.0,0,48,0,4.80,2,0,0,0,0,0,v Ireland,Nottingham,2023-09-23,ENG
3043,FH Allen,12,30,15,2,0,80.00,1,,DNB,-,-,-,-,2,1,1,0,0,1,v Bangladesh,Mirpur,2023-09-23,NZ
13257,Tanzid Hasan,16,20,12,3,0,133.33,2,,DNB,-,-,-,-,1,0,0,0,0,0,v New Zealand,Mirpur,2023-09-23,BAN
14000,Z Crawley,0,2,2,0,0,0.00,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Ireland,Nottingham,2023-09-23,ENG
12491,Soumya Sarkar,0,2,2,0,0,0.00,2,,DNB,-,-,-,-,1,1,1,0,0,1,v New Zealand,Mirpur,2023-09-23,BAN
7557,MJ Potts,3*,4,3,0,0,100.00,1,,7.0,0,47,2,6.71,2,0,0,0,0,0,v Ireland,Nottingham,2023-09-23,ENG
2002,CE McConchie,20,36,33,2,0,60.60,1,,2.0,1,3,1,1.50,2,0,0,0,0,0,v Bangladesh,Mirpur,2023-09-23,NZ
13795,WG Jacks,94,137,88,7,4,106.81,1,,3.0,0,27,0,9.00,2,1,1,0,0,1,v Ireland,Nottingham,2023-09-23,ENG
2067,CJ Bowes,14,25,19,3,0,73.68,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Bangladesh,Mirpur,2023-09-23,NZ
5343,JL Smith,9,13,10,0,0,90.00,1,,DNB,-,-,-,-,2,1,1,0,1,0,v Ireland,Nottingham,2023-09-23,ENG
9512,Mustafizur Rahman,2*,13,7,0,0,28.57,2,,10.0,1,53,2,5.30,1,0,0,0,0,0,v New Zealand,Mirpur,2023-09-23,BAN
3480,GLS Scrimshaw,DNB,-,-,-,-,-,1,,8.4,0,66,3,7.61,2,0,0,0,0,0,v Ireland,Nottingham,2023-09-23,ENG
6393,Khaled Ahmed,1,2,2,0,0,50.00,2,,9.2,1,60,3,6.42,1,0,0,0,0,0,v New Zealand,Mirpur,2023-09-23,BAN
8252,Mahmudullah,49,93,76,4,1,64.47,2,,DNB,-,-,-,-,1,0,0,0,0,0,v New Zealand,Mirpur,2023-09-23,BAN
13180,Tamim Iqbal,44,90,58,7,0,75.86,2,,DNB,-,-,-,-,1,0,0,0,0,0,v New Zealand,Mirpur,2023-09-23,BAN
13384,Towhid Hridoy,4,12,7,0,0,57.14,2,,DNB,-,-,-,-,1,1,1,0,0,1,v New Zealand,Mirpur,2023-09-23,BAN
3900,HM Nicholls,49,76,61,6,0,80.32,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Bangladesh,Mirpur,2023-09-23,NZ
5982,KA Jamieson,20,26,28,3,0,71.42,1,,7.0,1,32,2,4.57,2,0,0,0,0,0,v Bangladesh,Mirpur,2023-09-23,NZ
8199,Mahedi Hasan,17,44,29,2,0,58.62,2,,10.0,0,45,3,4.50,1,1,1,0,0,1,v New Zealand,Mirpur,2023-09-23,BAN
12713,TA Boult,1*,6,2,0,0,50.00,1,,8.0,0,37,0,4.62,2,1,1,0,0,1,v Bangladesh,Mirpur,2023-09-23,NZ
6944,Litton Das,6,28,16,0,0,37.50,2,,DNB,-,-,-,-,1,4,3,1,3,0,v New Zealand,Mirpur,2023-09-23,BAN
4158,Hasan Mahmud,0,9,9,0,0,0.00,2,,10.0,1,46,1,4.60,1,0,0,0,0,0,v New Zealand,Mirpur,2023-09-23,BAN
10322,R Ravindra,10,22,14,2,0,71.42,1,,8.0,0,26,0,3.25,2,1,1,0,0,1,v Bangladesh,Mirpur,2023-09-23,NZ
1694,BM Duckett,48,69,49,6,1,97.95,1,,DNB,-,-,-,-,2,2,2,0,0,2,v Ireland,Nottingham,2023-09-23,ENG
6728,LH Ferguson,13,18,13,1,1,100.00,1,,6.1,1,28,1,4.54,2,1,1,0,0,1,v Bangladesh,Mirpur,2023-09-23,NZ
11009,Rehan Ahmed,6,11,8,0,0,75.00,1,,10.0,0,54,4,5.40,2,0,0,0,0,0,v Ireland,Nottingham,2023-09-23,ENG
4284,IS Sodhi,35,62,39,0,3,89.74,1,,10.0,1,39,6,3.90,2,1,1,0,0,1,v Bangladesh,Mirpur,2023-09-23,NZ
10016,PD Salt,28,27,21,6,0,133.33,1,,DNB,-,-,-,-,2,1,1,0,0,1,v Ireland,Nottingham,2023-09-23,ENG
12675,TA Blundell,68,86,66,6,1,103.03,1,,DNB,-,-,-,-,2,1,1,0,1,0,v Bangladesh,Mirpur,2023-09-23,NZ
2380,DA Warner,52,75,53,6,2,98.11,1,,DNB,-,-,-,-,2,0,0,0,0,0,v India,Mohali,2023-09-22,AUS
10438,RD Gaikwad,71,92,77,10,0,92.20,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Australia,Mohali,2023-09-22,IND
5617,JP Inglis,45,64,45,3,2,100.00,1,,DNB,-,-,-,-,2,1,1,0,1,0,v India,Mohali,2023-09-22,AUS
10289,R Ashwin,DNB,-,-,-,-,-,2,,10.0,0,47,1,4.70,1,0,0,0,0,0,v Australia,Mohali,2023-09-22,IND
10362,RA Jadeja,3*,8,6,0,0,50.00,2,,10.0,0,51,1,5.10,1,0,0,0,0,0,v Australia,Mohali,2023-09-22,IND
67,A Zampa,2,8,2,0,0,100.00,1,,10.0,0,57,2,5.70,2,0,0,0,0,0,v India,Mohali,2023-09-22,AUS
7044,M Labuschagne,39,61,49,3,0,79.59,1,,DNB,-,-,-,-,2,0,0,0,0,0,v India,Mohali,2023-09-22,AUS
9098,Mohammed Shami,DNB,-,-,-,-,-,2,,10.0,1,51,5,5.10,1,0,0,0,0,0,v Australia,Mohali,2023-09-22,IND
5134,JJ Bumrah,DNB,-,-,-,-,-,2,,10.0,2,43,1,4.30,1,0,0,0,0,0,v Australia,Mohali,2023-09-22,IND
11580,SS Iyer,3,8,8,0,0,37.50,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Australia,Mohali,2023-09-22,IND
12392,Shubman Gill,74,110,63,6,2,117.46,2,,DNB,-,-,-,-,1,2,2,0,0,2,v Australia,Mohali,2023-09-22,IND
11255,SA Yadav,50,66,49,5,1,102.04,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Australia,Mohali,2023-09-22,IND
7950,MR Marsh,4,3,4,1,0,100.00,1,,DNB,-,-,-,-,2,1,1,0,0,1,v India,Mohali,2023-09-22,AUS
11233,SA Abbott,2,2,2,0,0,100.00,1,,9.4,1,56,1,5.79,2,0,0,0,0,0,v India,Mohali,2023-09-22,AUS
7885,MP Stoinis,29,33,21,5,0,138.09,1,,5.0,0,40,0,8.00,2,0,0,0,0,0,v India,Mohali,2023-09-22,AUS
11402,SN Thakur,DNB,-,-,-,-,-,2,,10.0,0,78,0,7.80,1,0,0,0,0,0,v Australia,Mohali,2023-09-22,IND
10063,PJ Cummins,21*,15,9,2,1,233.33,1,,10.0,0,44,1,4.40,2,0,0,0,0,0,v India,Mohali,2023-09-22,AUS
6107,KL Rahul,58*,114,63,4,1,92.06,2,,DNB,-,-,-,-,1,1,0,1,0,0,v Australia,Mohali,2023-09-22,IND
4682,Ishan Kishan,18,29,26,2,0,69.23,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Australia,Mohali,2023-09-22,IND
8184,MW Short,2,8,4,0,0,50.00,1,,8.0,0,39,0,4.87,2,0,0,0,0,0,v India,Mohali,2023-09-22,AUS
11487,SPD Smith,41,84,60,3,1,68.33,1,,DNB,-,-,-,-,2,0,0,0,0,0,v India,Mohali,2023-09-22,AUS
1872,C Green,31,75,52,3,0,59.61,1,,6.0,0,44,0,7.33,2,0,0,0,0,0,v India,Mohali,2023-09-22,AUS
13179,Tamim Iqbal,TDNB,-,-,-,-,-,-,,DNB,-,-,-,-,1,0,0,0,0,0,v New Zealand,Mirpur,2023-09-21,BAN
12674,TA Blundell,8*,26,19,0,0,42.10,1,,TDNB,-,-,-,-,-,TDNF,-,-,-,-,v Bangladesh,Mirpur,2023-09-21,NZ
3899,HM Nicholls,44,80,57,3,0,77.19,1,,TDNB,-,-,-,-,-,TDNF,-,-,-,-,v Bangladesh,Mirpur,2023-09-21,NZ
6727,LH Ferguson,DNB,-,-,-,-,-,1,,TDNB,-,-,-,-,-,TDNF,-,-,-,-,v Bangladesh,Mirpur,2023-09-21,NZ
8251,Mahmudullah,TDNB,-,-,-,-,-,-,,4.0,0,21,0,5.25,1,0,0,0,0,0,v New Zealand,Mirpur,2023-09-21,BAN
10321,R Ravindra,0,3,2,0,0,0.00,1,,TDNB,-,-,-,-,-,TDNF,-,-,-,-,v Bangladesh,Mirpur,2023-09-21,NZ
9979,Nurul Hasan,TDNB,-,-,-,-,-,-,,DNB,-,-,-,-,1,3,2,1,2,0,v New Zealand,Mirpur,2023-09-21,BAN
6943,Litton Das,TDNB,-,-,-,-,-,-,,DNB,-,-,-,-,1,0,0,0,0,0,v New Zealand,Mirpur,2023-09-21,BAN
12490,Soumya Sarkar,TDNB,-,-,-,-,-,-,,2.0,0,13,0,6.50,1,0,0,0,0,0,v New Zealand,Mirpur,2023-09-21,BAN
9891,Nasum Ahmed,TDNB,-,-,-,-,-,-,,8.0,3,21,2,2.62,1,0,0,0,0,0,v New Zealand,Mirpur,2023-09-21,BAN
12712,TA Boult,DNB,-,-,-,-,-,1,,TDNB,-,-,-,-,-,TDNF,-,-,-,-,v Bangladesh,Mirpur,2023-09-21,NZ
4283,IS Sodhi,DNB,-,-,-,-,-,1,,TDNB,-,-,-,-,-,TDNF,-,-,-,-,v Bangladesh,Mirpur,2023-09-21,NZ
2066,CJ Bowes,1,7,3,0,0,33.33,1,,TDNB,-,-,-,-,-,TDNF,-,-,-,-,v Bangladesh,Mirpur,2023-09-21,NZ
13270,Tanzim Hasan Sakib,TDNB,-,-,-,-,-,-,,5.4,0,25,0,4.41,1,0,0,0,0,0,v New Zealand,Mirpur,2023-09-21,BAN
8198,Mahedi Hasan,TDNB,-,-,-,-,-,-,,7.0,0,27,0,3.85,1,0,0,0,0,0,v New Zealand,Mirpur,2023-09-21,BAN
3042,FH Allen,9,27,20,1,0,45.00,1,,TDNB,-,-,-,-,-,TDNF,-,-,-,-,v Bangladesh,Mirpur,2023-09-21,NZ
13383,Towhid Hridoy,TDNB,-,-,-,-,-,-,,DNB,-,-,-,-,1,0,0,0,0,0,v New Zealand,Mirpur,2023-09-21,BAN
13256,Tanzid Hasan,TDNB,-,-,-,-,-,-,,DNB,-,-,-,-,1,0,0,0,0,0,v New Zealand,Mirpur,2023-09-21,BAN
9511,Mustafizur Rahman,TDNB,-,-,-,-,-,-,,7.0,1,27,3,3.85,1,0,0,0,0,0,v New Zealand,Mirpur,2023-09-21,BAN
5981,KA Jamieson,DNB,-,-,-,-,-,1,,TDNB,-,-,-,-,-,TDNF,-,-,-,-,v Bangladesh,Mirpur,2023-09-21,NZ
13722,WA Young,58,130,91,4,1,63.73,1,,TDNB,-,-,-,-,-,TDNF,-,-,-,-,v Bangladesh,Mirpur,2023-09-21,NZ
2001,CE McConchie,8*,10,10,1,0,80.00,1,,TDNB,-,-,-,-,-,TDNF,-,-,-,-,v Bangladesh,Mirpur,2023-09-21,NZ
9668,NT Ellis,9*,10,6,0,1,150.00,2,,8.0,0,49,1,6.12,1,0,0,0,0,0,v South Africa,Johannesburg,2023-09-17,AUS
12423,Shubman Gill,27*,26,19,6,0,142.10,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,Colombo (RPS),2023-09-17,IND
7069,M Labuschagne,44,76,63,3,0,69.84,2,,DNB,-,-,-,-,1,1,1,0,0,1,v South Africa,Johannesburg,2023-09-17,AUS
7346,MG Neser,0,4,2,0,0,0.00,2,,10.0,1,60,0,6.00,1,1,1,0,0,1,v South Africa,Johannesburg,2023-09-17,AUS
524,AL Phehlukwayo,38*,27,19,2,4,200.00,1,,6.0,0,44,1,7.33,2,1,1,0,0,1,v Australia,Johannesburg,2023-09-17,SA
785,AT Carey,2,9,4,0,0,50.00,2,,DNB,-,-,-,-,1,0,0,0,0,0,v South Africa,Johannesburg,2023-09-17,AUS
13859,Washington Sundar,DNB,-,-,-,-,-,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,Colombo (RPS),2023-09-17,IND
3568,H Klaasen,6,20,13,0,0,46.15,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Australia,Johannesburg,2023-09-17,SA
6156,KL Rahul,DNB,-,-,-,-,-,2,,DNB,-,-,-,-,1,3,3,0,3,0,v Sri Lanka,Colombo (RPS),2023-09-17,IND
3657,HE van der Dussen,30,73,48,2,1,62.50,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Australia,Johannesburg,2023-09-17,SA
5629,JP Inglis,0,3,4,0,0,0.00,2,,DNB,-,-,-,-,1,1,1,0,0,1,v South Africa,Johannesburg,2023-09-17,AUS
115,A Zampa,5,5,7,1,0,71.42,2,,10.0,1,70,3,7.00,1,0,0,0,0,0,v South Africa,Johannesburg,2023-09-17,AUS
7001,M Jansen,47,29,23,4,3,204.34,1,,8.0,1,39,5,4.87,2,0,0,0,0,0,v Australia,Johannesburg,2023-09-17,SA
6533,L Ngidi,0*,11,3,0,0,0.00,1,,5.0,0,23,0,4.60,2,2,2,0,0,2,v Australia,Johannesburg,2023-09-17,SA
10180,Q de Kock,27,51,39,4,0,69.23,1,,DNB,-,-,-,-,2,1,1,0,1,0,v Australia,Johannesburg,2023-09-17,SA
12880,TH David,1,8,6,0,0,16.66,2,,2.0,0,20,1,10.00,1,0,0,0,0,0,v South Africa,Johannesburg,2023-09-17,AUS
10414,RA Jadeja,DNB,-,-,-,-,-,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Sri Lanka,Colombo (RPS),2023-09-17,IND
3786,HH Pandya,DNB,-,-,-,-,-,2,,2.2,0,3,3,1.28,1,0,0,0,0,0,v Sri Lanka,Colombo (RPS),2023-09-17,IND
451,AK Markram,93,130,87,9,3,106.89,1,,DNB,-,-,-,-,2,1,1,0,0,1,v Australia,Johannesburg,2023-09-17,SA
9180,Mohammed Siraj,DNB,-,-,-,-,-,2,,7.0,1,21,6,3.00,1,0,0,0,0,0,v Sri Lanka,Colombo (RPS),2023-09-17,IND
1883,C Green,18,34,27,3,0,66.66,2,,10.0,0,59,1,5.90,1,1,1,0,0,1,v South Africa,Johannesburg,2023-09-17,AUS
5999,KA Maharaj,0,1,1,0,0,0.00,1,,9.1,2,33,4,3.60,2,1,1,0,0,1,v Australia,Johannesburg,2023-09-17,SA
2427,DA Warner,10,16,6,1,1,166.66,2,,DNB,-,-,-,-,1,0,0,0,0,0,v South Africa,Johannesburg,2023-09-17,AUS
2247,DA Miller,63,98,65,4,3,96.92,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Australia,Johannesburg,2023-09-17,SA
12551,T Bavuma,0,8,2,0,0,0.00,1,,DNB,-,-,-,-,2,1,1,0,0,1,v Australia,Johannesburg,2023-09-17,SA
11245,SA Abbott,23,33,26,3,0,88.46,2,,10.0,1,54,2,5.40,1,1,1,0,0,1,v South Africa,Johannesburg,2023-09-17,AUS
13644,V Kohli,DNB,-,-,-,-,-,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Sri Lanka,Colombo (RPS),2023-09-17,IND
5192,JJ Bumrah,DNB,-,-,-,-,-,2,,5.0,1,23,1,4.60,1,0,0,0,0,0,v Sri Lanka,Colombo (RPS),2023-09-17,IND
7982,MR Marsh,71,90,56,6,6,126.78,2,,DNB,-,-,-,-,1,0,0,0,0,0,v South Africa,Johannesburg,2023-09-17,AUS
6484,Kuldeep Yadav,DNB,-,-,-,-,-,2,,1.0,0,1,0,1.00,1,0,0,0,0,0,v Sri Lanka,Colombo (RPS),2023-09-17,IND
4696,Ishan Kishan,23*,26,18,3,0,127.77,2,,DNB,-,-,-,-,1,2,2,0,0,2,v Sri Lanka,Colombo (RPS),2023-09-17,IND
10555,RG Sharma,DNB,-,-,-,-,-,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Sri Lanka,Colombo (RPS),2023-09-17,IND
3255,G Coetzee,0,3,1,0,0,0.00,1,,6.0,0,47,0,7.83,2,0,0,0,0,0,v Australia,Johannesburg,2023-09-17,SA
1177,Anamul Haque,4,17,11,1,0,36.36,1,,DNB,-,-,-,-,2,1,1,0,0,1,v India,Colombo (RPS),2023-09-15,BAN
2502,DJ Malan,127,177,114,14,3,111.40,1,,DNB,-,-,-,-,2,0,0,0,0,0,v New Zealand,Lord's,2023-09-15,ENG
6531,L Ngidi,DNB,-,-,-,-,-,1,,8.0,1,51,4,6.37,2,0,0,0,0,0,v Australia,Centurion,2023-09-15,SA
10377,RA Jadeja,7,19,12,0,0,58.33,2,,10.0,1,53,1,5.30,1,0,0,0,0,0,v Bangladesh,Colombo (RPS),2023-09-15,IND
1517,BA Carse,15*,13,13,0,1,115.38,1,,7.0,0,53,1,7.57,2,0,0,0,0,0,v New Zealand,Lord's,2023-09-15,ENG
5036,JE Root,29,66,40,2,1,72.50,1,,DNB,-,-,-,-,2,1,1,0,0,1,v New Zealand,Lord's,2023-09-15,ENG
2524,DJ Mitchell,4,13,14,0,0,28.57,2,,7.0,0,40,2,5.71,1,1,1,0,0,1,v England,Lord's,2023-09-15,NZ
13251,Tanzid Hasan,13,17,12,3,0,108.33,1,,DNB,-,-,-,-,2,1,1,0,0,1,v India,Colombo (RPS),2023-09-15,BAN
12879,TH David,35,34,25,2,3,140.00,2,,DNB,-,-,-,-,1,0,0,0,0,0,v South Africa,Centurion,2023-09-15,AUS
680,AR Patel,42,61,34,3,2,123.52,2,,9.0,0,47,1,5.22,1,0,0,0,0,0,v Bangladesh,Colombo (RPS),2023-09-15,IND
7345,MG Neser,3,15,11,0,0,27.27,2,,10.0,0,59,1,5.90,1,0,0,0,0,0,v South Africa,Centurion,2023-09-15,AUS
7765,MM Ali,3,7,8,0,0,37.50,1,,10.0,0,50,4,5.00,2,1,1,0,0,1,v New Zealand,Lord's,2023-09-15,ENG
783,AT Carey,99,125,77,9,4,128.57,2,,DNB,-,-,-,-,1,1,1,0,1,0,v South Africa,Centurion,2023-09-15,AUS
12826,TG Southee,absent,-,-,-,-,-,2,,4.0,0,29,0,7.25,1,0,0,0,0,0,v England,Lord's,2023-09-15,NZ
12964,TM Head,17*,40,11,1,1,154.54,2,,DNB,-,-,-,-,1,0,0,0,0,0,v South Africa,Centurion,2023-09-15,AUS
448,AK Markram,8,20,11,0,0,72.72,1,,DNB,-,-,-,-,2,1,1,0,0,1,v Australia,Centurion,2023-09-15,SA
2678,DP Conway,7,23,12,1,0,58.33,2,,DNB,-,-,-,-,1,0,0,0,0,0,v England,Lord's,2023-09-15,NZ
13025,TWM Latham,13,29,22,1,0,59.09,2,,DNB,-,-,-,-,1,1,1,0,1,0,v England,Lord's,2023-09-15,NZ
7483,MJ Henry,0,1,1,0,0,0.00,2,,10.0,0,69,2,6.90,1,0,0,0,0,0,v England,Lord's,2023-09-15,NZ
10604,RJW Topley,1*,2,1,0,0,100.00,1,,5.0,1,22,0,4.40,2,0,0,0,0,0,v New Zealand,Lord's,2023-09-15,ENG
2422,DA Warner,12,10,13,2,0,92.30,2,,DNB,-,-,-,-,1,0,0,0,0,0,v South Africa,Centurion,2023-09-15,AUS
7911,MP Stoinis,18,15,13,2,1,138.46,2,,10.0,1,81,1,8.10,1,1,1,0,0,1,v South Africa,Centurion,2023-09-15,AUS
4685,Ishan Kishan,5,21,15,0,0,33.33,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Bangladesh,Colombo (RPS),2023-09-15,IND
2596,DJ Willey,19,19,11,2,1,172.72,1,,6.0,1,28,1,4.66,2,0,0,0,0,0,v New Zealand,Lord's,2023-09-15,ENG
11259,SA Yadav,26,37,34,3,0,76.47,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Bangladesh,Colombo (RPS),2023-09-15,IND
9110,Mohammed Shami,6,10,6,1,0,100.00,2,,8.0,1,32,2,4.00,1,0,0,0,0,0,v Bangladesh,Colombo (RPS),2023-09-15,IND
3912,HM Nicholls,41,88,48,2,1,85.41,2,,DNB,-,-,-,-,1,0,0,0,0,0,v England,Lord's,2023-09-15,NZ
8431,Mehidy Hasan Miraz,13,39,28,1,0,46.42,1,,5.0,0,29,1,5.80,2,1,1,0,0,1,v India,Colombo (RPS),2023-09-15,BAN
3640,HC Brook,10,16,15,0,0,66.66,1,,DNB,-,-,-,-,2,1,1,0,0,1,v New Zealand,Lord's,2023-09-15,ENG
8194,Mahedi Hasan,29*,43,23,3,0,126.08,1,,9.0,1,50,2,5.55,2,0,0,0,0,0,v India,Colombo (RPS),2023-09-15,BAN
4852,JC Buttler,36,36,31,3,1,116.12,1,,DNB,-,-,-,-,2,1,1,0,1,0,v New Zealand,Lord's,2023-09-15,ENG
3565,H Klaasen,174,114,83,13,13,209.63,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Australia,Centurion,2023-09-15,SA
5401,JM Bairstow,13,22,16,1,0,81.25,1,,DNB,-,-,-,-,2,0,0,0,0,0,v New Zealand,Lord's,2023-09-15,ENG
10482,RG Sharma,0,3,2,0,0,0.00,2,,DNB,-,-,-,-,1,1,1,0,0,1,v Bangladesh,Colombo (RPS),2023-09-15,IND
10630,RR Hendricks,28,54,34,5,0,82.35,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Australia,Centurion,2023-09-15,SA
11378,SM Curran,20,20,13,3,0,153.84,1,,3.2,0,21,1,6.30,2,0,0,0,0,0,v New Zealand,Lord's,2023-09-15,ENG
9486,Mustafizur Rahman,DNB,-,-,-,-,-,1,,8.0,0,50,3,6.25,2,0,0,0,0,0,v India,Colombo (RPS),2023-09-15,BAN
1662,BG Lister,5*,16,4,1,0,125.00,2,,6.0,0,32,0,5.33,1,0,0,0,0,0,v England,Lord's,2023-09-15,NZ
11406,SN Thakur,11,26,13,0,0,84.61,2,,10.0,0,65,3,6.50,1,0,0,0,0,0,v Bangladesh,Colombo (RPS),2023-09-15,IND
3655,HE van der Dussen,62,91,65,7,2,95.38,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Australia,Centurion,2023-09-15,SA
7977,MR Marsh,6,7,9,1,0,66.66,2,,DNB,-,-,-,-,1,1,1,0,0,1,v South Africa,Centurion,2023-09-15,AUS
2242,DA Miller,82*,73,45,6,5,182.22,1,,DNB,-,-,-,-,2,1,1,0,0,1,v Australia,Centurion,2023-09-15,SA
5859,K Rabada,DNB,-,-,-,-,-,1,,7.5,0,41,3,5.23,2,1,1,0,0,1,v Australia,Centurion,2023-09-15,SA
3296,GD Phillips,25,43,32,2,0,78.12,2,,3.0,0,25,0,8.33,1,1,1,0,0,1,v England,Lord's,2023-09-15,NZ
5997,KA Maharaj,DNB,-,-,-,-,-,1,,5.0,1,27,1,5.40,2,0,0,0,0,0,v Australia,Centurion,2023-09-15,SA
6118,KL Rahul,19,58,39,2,0,48.71,2,,DNB,-,-,-,-,1,1,1,0,1,0,v Bangladesh,Colombo (RPS),2023-09-15,IND
3253,G Coetzee,DNB,-,-,-,-,-,1,,8.0,0,73,0,9.12,2,0,0,0,0,0,v Australia,Centurion,2023-09-15,SA
109,A Zampa,9,13,11,1,0,81.81,2,,10.0,0,113,0,11.30,1,0,0,0,0,0,v South Africa,Centurion,2023-09-15,AUS
6888,LS Livingstone,28,51,38,0,1,73.68,1,,7.0,0,34,1,4.85,2,0,0,0,0,0,v New Zealand,Lord's,2023-09-15,ENG
13372,Towhid Hridoy,54,99,81,5,2,66.66,1,,DNB,-,-,-,-,2,1,1,0,0,1,v India,Colombo (RPS),2023-09-15,BAN
6920,Litton Das,0,11,2,0,0,0.00,1,,DNB,-,-,-,-,2,0,0,0,0,0,v India,Colombo (RPS),2023-09-15,BAN
6999,M Jansen,DNB,-,-,-,-,-,1,,6.0,0,55,1,9.16,2,0,0,0,0,0,v Australia,Centurion,2023-09-15,SA
10329,R Ravindra,61,49,48,3,4,127.08,2,,10.0,0,60,4,6.00,1,0,0,0,0,0,v England,Lord's,2023-09-15,NZ
5986,KA Jamieson,15,12,18,1,0,83.33,2,,10.0,1,53,1,5.30,1,0,0,0,0,0,v England,Lord's,2023-09-15,NZ
13268,Tanzim Hasan Sakib,14*,14,8,1,1,175.00,1,,7.5,1,32,2,4.08,2,0,0,0,0,0,v India,Colombo (RPS),2023-09-15,BAN
9885,Nasum Ahmed,44,53,45,6,1,97.77,1,,10.0,0,50,0,5.00,2,0,0,0,0,0,v India,Colombo (RPS),2023-09-15,BAN
13730,WA Young,24,38,31,3,0,77.41,2,,DNB,-,-,-,-,1,0,0,0,0,0,v England,Lord's,2023-09-15,NZ
7112,M Prasidh Krishna,0*,6,2,0,0,0.00,2,,9.0,0,43,1,4.77,1,0,0,0,0,0,v Bangladesh,Colombo (RPS),2023-09-15,IND
5692,JR Hazlewood,1*,3,1,0,0,100.00,2,,10.0,0,79,2,7.90,1,0,0,0,0,0,v South Africa,Centurion,2023-09-15,AUS
10174,Q de Kock,45,85,64,5,0,70.31,1,,DNB,-,-,-,-,2,4,4,0,4,0,v Australia,Centurion,2023-09-15,SA
9671,NT Tilak Varma,5,10,9,1,0,55.55,2,,4.0,0,21,0,5.25,1,1,1,0,0,1,v Bangladesh,Colombo (RPS),2023-09-15,IND
12145,Shakib Al Hasan,80,121,85,6,3,94.11,1,,10.0,2,43,1,4.30,2,0,0,0,0,0,v India,Colombo (RPS),2023-09-15,BAN
12222,Shamim Hossain,1,5,5,0,0,20.00,1,,DNB,-,-,-,-,2,1,1,0,0,1,v India,Colombo (RPS),2023-09-15,BAN
7067,M Labuschagne,20,36,22,3,0,90.90,2,,DNB,-,-,-,-,1,0,0,0,0,0,v South Africa,Centurion,2023-09-15,AUS
12395,Shubman Gill,121,185,133,8,5,90.97,2,,DNB,-,-,-,-,1,0,0,0,0,0,v Bangladesh,Colombo (RPS),2023-09-15,IND
9667,NT Ellis,18,18,16,0,2,112.50,2,,10.0,0,79,1,7.90,1,1,1,0,0,1,v South Africa,Centurion,2023-09-15,AUS
9085,Mohammad Wasim,DNB,-,-,-,-,-,1,,3.0,0,25,0,8.33,2,1,1,0,0,1,v Sri Lanka,Colombo (RPS),2023-09-14,1
11996,Shadab Khan,3,3,3,0,0,100.00,1,,9.0,0,55,1,6.11,2,1,1,0,0,1,v Sri Lanka,Colombo (RPS),2023-09-14,PAK
8958,Mohammad Rizwan,86*,125,73,6,2,117.80,1,,DNB,-,-,-,-,2,2,1,1,1,0,v Sri Lanka,Colombo (RPS),2023-09-14,PAK
4387,Iftikhar Ahmed,47,62,40,4,2,117.50,1,,8.0,0,50,3,6.25,2,0,0,0,0,0,v Sri Lanka,Colombo (RPS),2023-09-14,PAK
3172,Fakhar Zaman,4,18,11,0,0,36.36,1,,DNB,-,-,-,-,2,0,0,0,0,0,v Sri Lanka,Colombo (RPS),2023-09-14,PAK
14017,Zaman Khan,DNB,-,-,-,-,-,1,,6.0,1,39,0,6.50,2,0,0,0,0,0,v Sri Lanka,Colombo (RPS),2023-09-14,PAK
