,player,runs,mins,bf,4s,6s,sr,inns_batting,overs,mdns,runs_given,wkts,econ,inns_bowling,dis,ct,st,ct_wk,ct_fi,opposition,ground,start_date,country,runs_clean,Credits,Player Type,Player Name,Team,Bowling Style,fantasy_points,preferred_style,opponent_tier
107,HH Pandya,,0,0,0,0,0.0,2,4.0,0,20,0,5.0,1,1.0,1,0,0,1,v Bangladesh,Dubai (DICS),2025-02-20,IND,,8.5,ALL,Hardik Pandya,IND,Pace,12.0,SPIN,3
108,Tanzid Hasan,25.0,42,25,4,0,100.0,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v India,Dubai (DICS),2025-02-20,BAN,25.0,7.0,BAT,Tanzid Hasan,BAN,,49.0,SPIN,1
109,SS Iyer,15.0,0,17,2,0,88.23,2,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v Bangladesh,Dubai (DICS),2025-02-20,IND,15.0,8.0,BAT,Shreyas Iyer,IND,,35.0,SPIN,3
110,MJ Santner,,0,0,0,0,0.0,1,10.0,0,66,3,6.6,2,0.0,0,0,0,0,v Pakistan,Karachi,2025-02-19,NZ,,8.0,ALL,Mitchell Santner,NZ,Spin,79.0,BAL,2
111,Fakhar Zaman,24.0,42,41,4,0,58.53,2,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v New Zealand,Karachi,2025-02-19,PAK,24.0,8.0,BAT,Fakhar Zaman,PAK,,52.0,BAL,2
112,DJ Mitchell,10.0,34,24,0,0,41.66,1,DNB,0,0,0,0.0,2,1.0,1,0,0,1,v Pakistan,Karachi,2025-02-19,NZ,10.0,8.5,BAT,Daryl Mitchell,NZ,,20.0,BAL,2
113,Babar Azam,64.0,136,90,6,1,71.11,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v New Zealand,Karachi,2025-02-19,PAK,64.0,8.5,BAT,Babar Azam,PAK,,110.0,BAL,2
114,MG Bracewell,,1,1,0,0,0.0,1,10.0,1,38,1,3.8,2,2.0,2,0,0,2,v Pakistan,Karachi,2025-02-19,NZ,0.0,7.5,ALL,Michael Bracewell,NZ,Spin,50.0,BAL,2
115,Saud Shakeel,6.0,16,19,0,0,31.57,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v New Zealand,Karachi,2025-02-19,PAK,6.0,7.0,BAT,Saud Shakeel,PAK,,10.0,BAL,2
116,Mohammad Rizwan,3.0,26,14,0,0,21.42,2,DNB,0,0,0,0.0,1,1.0,1,0,1,0,v New Zealand,Karachi,2025-02-19,PAK,3.0,8.5,WK,Mohammad Rizwan,PAK,,15.0,BAL,2
117,DP Conway,10.0,36,17,2,0,58.82,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Pakistan,Karachi,2025-02-19,NZ,10.0,8.0,WK,Devon Conway,NZ,,22.0,BAL,2
118,TWM Latham,,160,104,10,3,113.46,1,DNB,0,0,0,0.0,2,1.0,1,0,1,0,v Pakistan,Karachi,2025-02-19,NZ,118.0,7.5,WK,Tom Latham,NZ,,230.0,BAL,2
119,Shaheen Shah Afridi,14.0,23,13,0,1,107.69,2,10.0,0,68,0,6.8,1,1.0,1,0,0,1,v New Zealand,Karachi,2025-02-19,PAK,14.0,9.0,BOWL,Shaheen Afridi,PAK,Pace,32.0,BAL,2
120,MJ Henry,,0,0,0,0,0.0,1,7.2,1,25,2,3.4,2,1.0,1,0,0,1,v Pakistan,Karachi,2025-02-19,NZ,,8.5,BOWL,Matt Henry,NZ,Pace,72.0,BAL,2
121,Haris Rauf,19.0,11,10,0,3,190.0,2,10.0,0,83,2,8.3,1,0.0,0,0,0,0,v New Zealand,Karachi,2025-02-19,PAK,19.0,8.0,BOWL,Haris Rauf,PAK,Pace,87.0,BAL,2
122,Agha Salman,42.0,34,28,6,1,150.0,2,3.0,0,15,0,5.0,1,0.0,0,0,0,0,v New Zealand,Karachi,2025-02-19,PAK,42.0,8.0,ALL,Agha Salman,PAK,Spin,86.0,BAL,2
123,Khushdil Shah,69.0,49,49,10,1,140.81,2,7.0,0,40,0,5.71,1,0.0,0,0,0,0,v New Zealand,Karachi,2025-02-19,PAK,69.0,6.5,ALL,Khushdil Shah,PAK,Spin,137.0,BAL,2
124,W O'Rourke,,0,0,0,0,0.0,1,9.0,0,47,3,5.22,2,0.0,0,0,0,0,v Pakistan,Karachi,2025-02-19,NZ,,7.0,BOWL,William O'Rourke,NZ,Pace,79.0,BAL,2
125,GD Phillips,61.0,62,39,3,4,156.41,1,9.0,0,63,0,7.0,2,1.0,1,0,0,1,v Pakistan,Karachi,2025-02-19,NZ,61.0,8.0,ALL,Glenn Phillips,NZ,Spin,125.0,BAL,2
126,Abrar Ahmed,,1,0,0,0,0.0,2,10.0,0,47,1,4.7,1,0.0,0,0,0,0,v New Zealand,Karachi,2025-02-19,PAK,0.0,7.0,BOWL,Abrar Ahmed,PAK,Spin,29.0,BAL,2
127,Tayyab Tahir,1.0,3,5,0,0,20.0,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v New Zealand,Karachi,2025-02-19,PAK,1.0,6.5,BAT,Tayyab Tahir,PAK,,5.0,BAL,2
128,NG Smith,,0,0,0,0,0.0,1,2.0,0,20,1,10.0,2,0.0,0,0,0,0,v Pakistan,Karachi,2025-02-19,NZ,,6.0,BOWL,Nathan Smith,NZ,Pace,29.0,BAL,2
129,WA Young,107.0,174,113,12,1,94.69,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Pakistan,Karachi,2025-02-19,NZ,107.0,7.0,BAT,Will Young,NZ,,205.0,BAL,2
130,KS Williamson,1.0,3,2,0,0,50.0,1,DNB,0,0,0,0.0,2,2.0,2,0,0,2,v Pakistan,Karachi,2025-02-19,NZ,1.0,9.0,BAT,Kane Williamson,NZ,,21.0,BAL,2
131,Naseem Shah,13.0,27,15,0,1,86.66,2,10.0,0,63,2,6.3,1,0.0,0,0,0,0,v New Zealand,Karachi,2025-02-19,PAK,13.0,7.5,BOWL,Naseem Shah,PAK,Pace,73.0,BAL,2
132,DP Conway,48.0,100,74,5,0,64.86,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v Pakistan,Karachi,2025-02-14,NZ,48.0,8.0,WK,Devon Conway,NZ,,76.0,BAL,2
133,NG Smith,,0,0,0,0,0.0,2,7.0,0,46,1,6.57,1,1.0,1,0,0,1,v Pakistan,Karachi,2025-02-14,NZ,,6.0,BOWL,Nathan Smith,NZ,Pace,37.0,BAL,2
134,W O'Rourke,,0,0,0,0,0.0,2,9.3,0,43,4,4.52,1,0.0,0,0,0,0,v Pakistan,Karachi,2025-02-14,NZ,,7.0,BOWL,William O'Rourke,NZ,Pace,108.0,BAL,2
135,TM Head,18.0,33,18,3,0,100.0,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v Sri Lanka,Colombo (RPS),2025-02-14,AUS,18.0,9.0,BAT,Travis Head,AUS,,34.0,,2
136,Babar Azam,29.0,58,34,4,1,85.29,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v New Zealand,Karachi,2025-02-14,PAK,29.0,8.5,BAT,Babar Azam,PAK,,59.0,BAL,2
137,Saud Shakeel,8.0,21,14,1,0,57.14,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v New Zealand,Karachi,2025-02-14,PAK,8.0,7.0,BAT,Saud Shakeel,PAK,,16.0,BAL,2
138,BJ Dwarshuis,9.0,11,11,0,1,81.81,2,10.0,1,47,1,4.7,1,0.0,0,0,0,0,v Sri Lanka,Colombo (RPS),2025-02-14,AUS,9.0,6.5,BOWL,Ben Dwarshuis,AUS,Pace,50.0,,2
139,KS Williamson,34.0,66,49,3,1,69.38,2,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v Pakistan,Karachi,2025-02-14,NZ,34.0,9.0,BAT,Kane Williamson,NZ,,68.0,BAL,2
140,Faheem Ashraf,22.0,33,21,2,0,104.76,1,2.2,0,16,0,6.85,2,0.0,0,0,0,0,v New Zealand,Karachi,2025-02-14,PAK,22.0,6.5,ALL,Faheem Ashraf,PAK,Pace,36.0,BAL,2
141,WA Young,5.0,8,7,1,0,71.42,2,DNB,0,0,0,0.0,1,2.0,2,0,0,2,v Pakistan,Karachi,2025-02-14,NZ,5.0,7.0,BAT,Will Young,NZ,,29.0,BAL,2
142,MG Bracewell,,7,3,0,0,66.66,2,10.0,1,38,2,3.8,1,1.0,1,0,0,1,v Pakistan,Karachi,2025-02-14,NZ,2.0,7.5,ALL,Michael Bracewell,NZ,Spin,72.0,BAL,2
143,T Sangha,,10,16,0,0,31.25,2,5.0,0,34,0,6.8,1,0.0,0,0,0,0,v Sri Lanka,Colombo (RPS),2025-02-14,AUS,5.0,6.0,BOWL,Tanveer Sangha,AUS,Spin,9.0,,2
144,Shaheen Shah Afridi,1.0,2,4,0,0,25.0,1,9.0,0,45,1,5.0,2,0.0,0,0,0,0,v New Zealand,Karachi,2025-02-14,PAK,1.0,9.0,BOWL,Shaheen Afridi,PAK,Pace,30.0,BAL,2
145,MW Short,2.0,14,8,0,0,25.0,2,4.0,0,25,0,6.25,1,1.0,1,0,0,1,v Sri Lanka,Colombo (RPS),2025-02-14,AUS,2.0,7.0,ALL,Matthew Short,AUS,Spin,14.0,,2
146,Agha Salman,45.0,93,65,1,1,69.23,1,10.0,0,45,1,4.5,2,0.0,0,0,0,0,v New Zealand,Karachi,2025-02-14,PAK,45.0,8.0,ALL,Agha Salman,PAK,Spin,88.0,BAL,2
147,JA Duffy,,0,0,0,0,0.0,2,7.0,0,48,1,6.85,1,1.0,1,0,0,1,v Pakistan,Karachi,2025-02-14,NZ,,6.5,BOWL,Jacob Duffy,NZ,Pace,37.0,BAL,2
148,GD Phillips,,31,17,2,0,117.64,2,6.0,0,41,0,6.83,1,1.0,1,0,0,1,v Pakistan,Karachi,2025-02-14,NZ,20.0,8.0,ALL,Glenn Phillips,NZ,Spin,40.0,BAL,2
149,A Zampa,8.0,15,9,1,0,88.88,2,8.0,0,47,1,5.87,1,1.0,1,0,0,1,v Sri Lanka,Colombo (RPS),2025-02-14,AUS,8.0,9.0,BOWL,Adam Zampa,AUS,Spin,49.0,,2
150,Tayyab Tahir,38.0,37,33,4,1,115.15,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v New Zealand,Karachi,2025-02-14,PAK,38.0,6.5,BAT,Tayyab Tahir,PAK,,70.0,BAL,2
151,Mohammad Rizwan,46.0,92,76,4,1,60.52,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v New Zealand,Karachi,2025-02-14,PAK,46.0,8.5,WK,Mohammad Rizwan,PAK,,76.0,BAL,2
152,TWM Latham,56.0,87,64,5,0,87.5,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v Pakistan,Karachi,2025-02-14,NZ,56.0,7.5,WK,Tom Latham,NZ,,92.0,BAL,2
153,GJ Maxwell,1.0,2,3,0,0,33.33,2,4.0,0,23,0,5.75,1,0.0,0,0,0,0,v Sri Lanka,Colombo (RPS),2025-02-14,AUS,1.0,8.5,ALL,Glenn Maxwell,AUS,Spin,5.0,,2
154,MJ Santner,,0,0,0,0,0.0,2,10.0,1,20,2,2.0,1,1.0,1,0,0,1,v Pakistan,Karachi,2025-02-14,NZ,,8.0,ALL,Mitchell Santner,NZ,Spin,74.0,BAL,2
155,SA Abbott,2.0,9,8,0,0,25.0,2,10.0,0,41,1,4.1,1,0.0,0,0,0,0,v Sri Lanka,Colombo (RPS),2025-02-14,AUS,2.0,7.5,BOWL,Sean Abbott,AUS,Pace,33.0,,2
156,Khushdil Shah,7.0,29,18,0,0,38.88,1,6.0,0,22,0,3.66,2,0.0,0,0,0,0,v New Zealand,Karachi,2025-02-14,PAK,7.0,6.5,ALL,Khushdil Shah,PAK,Spin,13.0,BAL,2
157,AM Hardie,0.0,3,4,0,0,0.0,2,9.0,0,60,1,6.66,1,0.0,0,0,0,0,v Sri Lanka,Colombo (RPS),2025-02-14,AUS,0.0,6.5,ALL,Aaron Hardie,AUS,Pace,26.0,,2
158,Fakhar Zaman,10.0,20,15,2,0,66.66,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v New Zealand,Karachi,2025-02-14,PAK,10.0,8.0,BAT,Fakhar Zaman,PAK,,22.0,BAL,2
159,J Fraser-McGurk,9.0,9,9,2,0,100.0,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v Sri Lanka,Colombo (RPS),2025-02-14,AUS,9.0,6.0,BAT,Jake Fraser-McGurk,AUS,,21.0,,2
160,JP Inglis,22.0,35,27,4,0,81.48,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v Sri Lanka,Colombo (RPS),2025-02-14,AUS,22.0,7.5,WK,Josh Inglis,AUS,,42.0,,2
161,Naseem Shah,19.0,24,17,1,1,111.76,1,8.0,0,43,2,5.37,2,0.0,0,0,0,0,v New Zealand,Karachi,2025-02-14,PAK,19.0,7.5,BOWL,Naseem Shah,PAK,Pace,83.0,BAL,2
162,DJ Mitchell,57.0,87,58,6,0,98.27,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v Pakistan,Karachi,2025-02-14,NZ,57.0,8.5,BAT,Daryl Mitchell,NZ,,97.0,BAL,2
163,Abrar Ahmed,,1,1,0,0,100.0,1,10.0,0,67,1,6.7,2,3.0,3,0,0,3,v New Zealand,Karachi,2025-02-14,PAK,1.0,7.0,BOWL,Abrar Ahmed,PAK,Spin,58.0,BAL,2
164,SPD Smith,29.0,56,34,3,1,85.29,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v Sri Lanka,Colombo (RPS),2025-02-14,AUS,29.0,8.5,BAT,Steven Smith,AUS,,55.0,,2
165,AT Carey,41.0,44,38,5,1,107.89,2,DNB,0,0,0,0.0,1,3.0,3,0,3,0,v Sri Lanka,Colombo (RPS),2025-02-12,AUS,41.0,7.0,WK,Alex Carey,AUS,,105.0,,2
166,RG Sharma,1.0,5,2,0,0,50.0,1,DNB,0,0,0,0.0,2,1.0,1,0,0,1,v England,Ahmedabad,2025-02-12,IND,1.0,9.0,BAT,Rohit Sharma,IND,,13.0,,1
167,JE Root,24.0,45,29,2,0,82.75,2,5.0,0,47,1,9.4,1,0.0,0,0,0,0,v India,Ahmedabad,2025-02-12,ENG,24.0,8.0,ALL,Joe Root,ENG,Spin,55.0,,1
168,MA Wood,9.0,7,7,2,0,128.57,2,9.0,1,45,2,5.0,1,0.0,0,0,0,0,v India,Ahmedabad,2025-02-12,ENG,9.0,7.5,BOWL,Mark Wood,ENG,Pace,77.0,,1
169,C Connolly,3.0,26,16,0,0,18.75,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v Sri Lanka,Colombo (RPS),2025-02-12,AUS,3.0,5.5,ALL,Cooper Connolly,AUS,Pace,7.0,,2
170,Washington Sundar,14.0,27,14,1,0,100.0,1,5.0,0,43,1,8.6,2,0.0,0,0,0,0,v England,Ahmedabad,2025-02-12,IND,14.0,6.0,ALL,Washington Sundar,IND,Spin,43.0,,1
171,Naseem Shah,,0,0,0,0,0.0,2,10.0,0,68,1,6.8,1,0.0,0,0,0,0,v South Africa,Karachi,2025-02-12,PAK,,7.5,BOWL,Naseem Shah,PAK,Pace,29.0,BAL,2
172,JC Buttler,6.0,13,9,0,0,66.66,2,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v India,Ahmedabad,2025-02-12,ENG,6.0,8.5,WK,Jos Buttler,ENG,,18.0,,1
173,PD Salt,23.0,41,21,4,0,109.52,2,DNB,0,0,0,0.0,1,3.0,3,0,3,0,v India,Ahmedabad,2025-02-12,ENG,23.0,7.5,WK,Philip Salt,ENG,,73.0,,1
174,Abrar Ahmed,,0,0,0,0,0.0,2,10.0,0,63,0,6.3,1,0.0,0,0,0,0,v South Africa,Karachi,2025-02-12,PAK,,7.0,BOWL,Abrar Ahmed,PAK,Spin,4.0,BAL,2
175,Shubman Gill,112.0,141,102,14,3,109.8,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v England,Ahmedabad,2025-02-12,IND,112.0,8.5,BAT,Shubman Gill,IND,,232.0,,1
176,H Klaasen,87.0,87,56,11,3,155.35,1,DNB,0,0,0,0.0,2,1.0,1,0,1,0,v Pakistan,Karachi,2025-02-12,SA,87.0,9.0,WK,Heinrich Klaasen,SA,,191.0,BAL,2
177,HC Brook,19.0,36,26,1,1,73.07,2,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v India,Ahmedabad,2025-02-12,ENG,19.0,7.0,BAT,Harry Brook,ENG,,41.0,,1
178,C Bosch,,10,9,1,1,166.66,1,8.0,0,70,1,8.75,2,0.0,0,0,0,0,v Pakistan,Karachi,2025-02-12,SA,15.0,6.5,ALL,Corbin Bosch,SA,Pace,50.0,BAL,2
179,Shaheen Shah Afridi,,0,0,0,0,0.0,2,10.0,0,66,2,6.6,1,1.0,1,0,0,1,v South Africa,Karachi,2025-02-12,PAK,,9.0,BOWL,Shaheen Afridi,PAK,Pace,62.0,BAL,2
180,MW Short,0.0,1,2,0,0,0.0,2,9.0,0,39,1,4.33,1,1.0,1,0,0,1,v Sri Lanka,Colombo (RPS),2025-02-12,AUS,0.0,7.0,ALL,Matthew Short,AUS,Spin,36.0,,2
181,PWA Mulder,2.0,5,6,0,0,33.33,1,10.0,1,79,2,7.9,2,1.0,1,0,0,1,v Pakistan,Karachi,2025-02-12,SA,2.0,7.0,ALL,Wiaan Mulder,SA,Pace,68.0,BAL,2
182,T Banton,38.0,48,41,4,2,92.68,2,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v India,Ahmedabad,2025-02-12,ENG,38.0,6.5,BAT,Tom Banton,ENG,,82.0,,1
183,T Bavuma,82.0,127,96,13,0,85.41,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Pakistan,Karachi,2025-02-12,SA,82.0,8.0,BAT,Temba Bavuma,SA,,162.0,BAL,2
184,T Shamsi,,0,0,0,0,0.0,1,9.0,0,53,0,5.88,2,0.0,0,0,0,0,v Pakistan,Karachi,2025-02-12,SA,,6.5,BOWL,Tabraiz Shamsi,SA,Spin,4.0,BAL,2
185,T de Zorzi,22.0,42,18,3,1,122.22,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v Pakistan,Karachi,2025-02-12,SA,22.0,6.5,BAT,Tony de Zorzi,SA,,44.0,BAL,2
186,HH Pandya,17.0,10,9,0,2,188.88,1,5.0,0,38,2,7.6,2,0.0,0,0,0,0,v England,Ahmedabad,2025-02-12,IND,17.0,8.5,ALL,Hardik Pandya,IND,Pace,81.0,,1
187,J Fraser-McGurk,2.0,14,9,0,0,22.22,2,DNB,0,0,0,0.0,1,2.0,2,0,0,2,v Sri Lanka,Colombo (RPS),2025-02-12,AUS,2.0,6.0,BAT,Jake Fraser-McGurk,AUS,,22.0,,2
188,Saud Shakeel,15.0,17,16,2,0,93.75,2,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v South Africa,Karachi,2025-02-12,PAK,15.0,7.0,BAT,Saud Shakeel,PAK,,35.0,BAL,2
189,LS Livingstone,9.0,23,23,1,0,39.13,2,8.0,0,57,0,7.12,1,0.0,0,0,0,0,v India,Ahmedabad,2025-02-12,ENG,9.0,7.0,ALL,Liam Livingstone,ENG,Spin,11.0,,1
191,SPD Smith,12.0,31,17,3,0,70.58,2,DNB,0,0,0,0.0,1,3.0,3,0,0,3,v Sri Lanka,Colombo (RPS),2025-02-12,AUS,12.0,8.5,BAT,Steven Smith,AUS,,56.0,,2
192,AAP Atkinson,38.0,32,19,6,1,200.0,2,8.0,0,74,1,9.25,1,0.0,0,0,0,0,v India,Ahmedabad,2025-02-12,ENG,38.0,7.0,BOWL,Gus Atkinson,ENG,Pace,95.0,,1
193,Mohammad Rizwan,,168,128,9,3,95.31,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v South Africa,Karachi,2025-02-12,PAK,122.0,8.5,WK,Mohammad Rizwan,PAK,,220.0,BAL,2
194,AM Hardie,32.0,58,37,3,0,86.48,2,6.0,0,13,2,2.16,1,0.0,0,0,0,0,v Sri Lanka,Colombo (RPS),2025-02-12,AUS,32.0,6.5,ALL,Aaron Hardie,AUS,Pace,108.0,,2
195,SA Abbott,20.0,29,23,3,0,86.95,2,9.0,0,61,3,6.77,1,0.0,0,0,0,0,v Sri Lanka,Colombo (RPS),2025-02-12,AUS,20.0,7.5,BOWL,Sean Abbott,AUS,Pace,111.0,,2
196,L Ngidi,,0,0,0,0,0.0,1,9.0,0,74,1,8.22,2,0.0,0,0,0,0,v Pakistan,Karachi,2025-02-12,SA,,7.0,BOWL,Lungi Ngidi,SA,Pace,25.0,BAL,2
197,Fakhar Zaman,41.0,58,28,6,1,146.42,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v South Africa,Karachi,2025-02-12,PAK,41.0,8.0,BAT,Fakhar Zaman,PAK,,85.0,BAL,2
198,Agha Salman,134.0,158,103,16,2,130.09,2,5.0,0,33,0,6.6,1,2.0,2,0,0,2,v South Africa,Karachi,2025-02-12,PAK,134.0,8.0,ALL,Agha Salman,PAK,Spin,294.0,BAL,2
199,Harshit Rana,13.0,11,10,1,1,130.0,1,5.0,1,31,2,6.2,2,0.0,0,0,0,0,v England,Ahmedabad,2025-02-12,IND,13.0,6.5,BOWL,Harshit Rana,IND,Pace,83.0,,1
200,Khushdil Shah,,0,0,0,0,0.0,2,7.0,0,39,1,5.57,1,0.0,0,0,0,0,v South Africa,Karachi,2025-02-12,PAK,,6.5,ALL,Khushdil Shah,PAK,Spin,29.0,BAL,2
201,Kuldeep Yadav,,2,1,0,0,100.0,1,8.0,0,38,1,4.75,2,0.0,0,0,0,0,v England,Ahmedabad,2025-02-12,IND,1.0,8.0,BOWL,Kuldeep Yadav,IND,Spin,30.0,,1
202,SH Johnson,0.0,13,2,0,0,0.0,2,7.0,0,44,2,6.28,1,0.0,0,0,0,0,v Sri Lanka,Colombo (RPS),2025-02-12,AUS,0.0,7.0,BOWL,Spencer Johnson,AUS,Pace,54.0,,2
203,Arshdeep Singh,2.0,5,2,0,0,100.0,1,5.0,0,33,2,6.6,2,0.0,0,0,0,0,v England,Ahmedabad,2025-02-12,IND,2.0,7.5,BOWL,Arshdeep Singh,IND,Pace,56.0,,1
204,S Mahmood,,8,4,0,0,50.0,2,10.0,0,68,1,6.8,1,0.0,0,0,0,0,v India,Ahmedabad,2025-02-12,ENG,2.0,7.5,BOWL,Saqib Mahmood,ENG,Pace,31.0,,1
205,AR Patel,13.0,11,12,2,0,108.33,1,6.2,1,22,2,3.47,2,1.0,1,0,0,1,v England,Ahmedabad,2025-02-12,IND,13.0,8.0,ALL,Axar Patel,IND,Spin,93.0,,1
206,AU Rashid,0.0,3,5,0,0,0.0,2,10.0,0,64,4,6.4,1,0.0,0,0,0,0,v India,Ahmedabad,2025-02-12,ENG,0.0,8.5,BOWL,Adil Rashid,ENG,Spin,108.0,,1
208,Mohammad Hasnain,,0,0,0,0,0.0,2,8.0,0,72,0,9.0,1,0.0,0,0,0,0,v South Africa,Karachi,2025-02-12,PAK,,7.0,BOWL,Mohammad Hasnain,PAK,Pace,0.0,BAL,2
209,M Labuschagne,15.0,57,27,1,0,55.55,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v Sri Lanka,Colombo (RPS),2025-02-12,AUS,15.0,7.5,BAT,Marnus Labuschagne,AUS,,23.0,,2
210,V Kohli,52.0,74,55,7,1,94.54,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v England,Ahmedabad,2025-02-12,IND,52.0,9.0,BAT,Virat Kohli,IND,,102.0,,1
211,KA Maharaj,,0,0,0,0,0.0,1,10.0,0,54,0,5.4,2,0.0,0,0,0,0,v Pakistan,Karachi,2025-02-12,SA,,8.0,BOWL,Keshav Maharaj,SA,Spin,4.0,BAL,2
212,A Zampa,,33,29,2,0,68.96,2,6.0,0,32,0,5.33,1,0.0,0,0,0,0,v Sri Lanka,Colombo (RPS),2025-02-12,AUS,20.0,9.0,BOWL,Adam Zampa,AUS,Spin,32.0,,2
213,Babar Azam,23.0,31,19,4,0,121.05,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v South Africa,Karachi,2025-02-12,PAK,23.0,8.5,BAT,Babar Azam,PAK,,43.0,BAL,2
214,KL Rahul,40.0,54,29,3,1,137.93,1,DNB,0,0,0,0.0,2,2.0,1,1,1,0,v England,Ahmedabad,2025-02-12,IND,40.0,7.5,WK,Lokesh Rahul,IND,,90.0,,1
216,NT Ellis,0.0,2,3,0,0,0.0,2,9.0,2,23,2,2.55,1,0.0,0,0,0,0,v Sri Lanka,Colombo (RPS),2025-02-12,AUS,0.0,7.0,BOWL,Nathan Ellis,AUS,Pace,70.0,,2
217,BM Duckett,34.0,29,22,8,0,154.54,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v India,Ahmedabad,2025-02-12,ENG,34.0,8.0,BAT,Ben Duckett,ENG,,80.0,,1
218,Tayyab Tahir,,1,1,1,0,400.0,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v South Africa,Karachi,2025-02-12,PAK,4.0,6.5,BAT,Tayyab Tahir,PAK,,12.0,BAL,2
219,SS Iyer,78.0,76,64,8,2,121.87,1,DNB,0,0,0,0.0,2,1.0,1,0,0,1,v England,Ahmedabad,2025-02-12,IND,78.0,8.0,BAT,Shreyas Iyer,IND,,162.0,,1
220,DP Conway,97.0,159,107,9,1,90.65,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v South Africa,Lahore,2025-02-10,NZ,97.0,8.0,WK,Devon Conway,NZ,,167.0,BAT,2
222,PWA Mulder,64.0,91,60,5,1,106.66,1,6.0,1,32,0,5.33,2,1.0,1,0,0,1,v New Zealand,Lahore,2025-02-10,SA,64.0,7.0,ALL,Wiaan Mulder,SA,Pace,122.0,BAT,2
223,GD Phillips,,35,32,1,1,87.5,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v South Africa,Lahore,2025-02-10,NZ,28.0,8.0,ALL,Glenn Phillips,NZ,Spin,46.0,BAT,2
227,DJ Mitchell,10.0,12,10,0,1,100.0,2,DNB,0,0,0,0.0,1,1.0,1,0,0,1,v South Africa,Lahore,2025-02-10,NZ,10.0,8.5,BAT,Daryl Mitchell,NZ,,28.0,BAT,2
228,MJ Santner,,0,0,0,0,0.0,2,10.0,0,62,0,6.2,1,0.0,0,0,0,0,v South Africa,Lahore,2025-02-10,NZ,,8.0,ALL,Mitchell Santner,NZ,Spin,4.0,BAT,2
229,T Shamsi,,0,0,0,0,0.0,1,9.0,0,62,0,6.88,2,0.0,0,0,0,0,v New Zealand,Lahore,2025-02-10,SA,,6.5,BOWL,Tabraiz Shamsi,SA,Spin,4.0,BAT,2
233,KS Williamson,,166,113,13,2,117.69,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v South Africa,Lahore,2025-02-10,NZ,133.0,9.0,BAT,Kane Williamson,NZ,,263.0,BAT,2
234,WA Young,19.0,46,31,2,0,61.29,2,DNB,0,0,0,0.0,1,0.0,0,0,0,0,v South Africa,Lahore,2025-02-10,NZ,19.0,7.0,BAT,Will Young,NZ,,31.0,BAT,2
235,TWM Latham,0.0,2,1,0,0,0.0,2,DNB,0,0,0,0.0,1,1.0,1,0,1,0,v South Africa,Lahore,2025-02-10,NZ,0.0,7.5,WK,Tom Latham,NZ,,9.0,BAT,2
237,T Bavuma,20.0,33,23,3,0,86.95,1,DNB,0,0,0,0.0,2,0.0,0,0,0,0,v New Zealand,Lahore,2025-02-10,SA,20.0,8.0,BAT,Temba Bavuma,SA,,36.0,BAT,2
238,MG Bracewell,,0,0,0,0,0.0,2,10.0,0,43,1,4.3,1,2.0,2,0,0,2,v South Africa,Lahore,2025-02-10,NZ,,7.5,ALL,Michael Bracewell,NZ,Spin,47.0,BAT,2
